wikidata_id,wikipedia_title,status,text
Q744417,Italo disco,ok,"Italo disco or Italodisco (variously capitalized, and sometimes hyphenated as Italo-disco) is a music genre which originated in Italy in the early 1980s. Italo disco evolved from the then-current post-disco dance music and synth-pop, both domestic and foreign (hi-NRG, Euro disco) and developed into a diverse genre. The genre employs electronic drums, drum machines, synthesizers, and occasionally vocoders. It is usually sung in English, and to a lesser extent in Italian and Spanish.

The origin of the genre's name is strongly tied to marketing efforts of the ZYX record label, which began licensing and marketing the music outside Italy in 1982. to date, reliable third-party documentation has not been found to support whether ZYX label boss Mikulski himself named it, or whether ZYX was even the first to publish the term; it could just as easily have been a descriptor people were already using before someone at ZYX picked up on it. Italodisco faded in the early 1990s, then split into many genres (Eurobeat, Italo house, Italo dance)."
Q746743,Ricercar,ok,"A ricercar ( REE-chər-KAR, Italian: [ritʃerˈkar]) or ricercare ( REE-chər-KAR-ay, Italian: [ritʃerˈkaːre]) is a type of late Renaissance and mostly early Baroque instrumental composition. The term ricercar derives from the Italian verb ricercare, which means ""to search out; to seek""; many ricercars serve a preludial function to ""search out"" the key or mode of a following piece. A ricercar may explore the permutations of a given motif, and in that regard may follow the piece used as illustration. The term is also used to designate an étude or study that explores a technical device in playing an instrument, or singing.

In its most common current usage, it refers to an early kind of fugue, particularly one of a serious character in which the subject uses long note values. The term has a considerably more varied historical usage, however.

Among the best-known ricercars are the two for harpsichord contained in Bach's The Musical Offering and Domenico Gabrielli's set of seven for solo cello. The latter set contains what are considered to be some of the earliest pieces for solo cello ever written."
Q747717,Heartland rock,ok,"Heartland rock is a genre of rock music characterized by a straightforward, often roots musical style, often with a focus on blue-collar workers, and a conviction that rock music has a social or communal purpose beyond just entertainment.

The genre is exemplified by singer-songwriters Tom Petty, Bob Seger, Bruce Springsteen, Jackson Browne, Michael Stanley, and John Mellencamp and country music artists, including Steve Earle and Joe Ely. The genre developed in the 1970s and reached its commercial peak in the 1980s when it became one of the best-selling genres in the United States. In the 1990s, many established acts faded and the genre began to fragment, but the major figures have continued to record with commercial success."
Q7482056,Irish traditional music,ok,"Irish traditional music (also known as Irish trad, Irish folk music and similar names) is a genre of folk music that developed in Ireland. Following the establishment of the Irish Free State, Irish traditional music gained increased cultural significance as a symbol of national identity. It became associated with Ireland's Gaelic past and the context of nationalism and post-independence values.

In A History of Irish Music (1905), W. H. Grattan Flood wrote that, in Gaelic Ireland, there were at least ten instruments in general use. These were the crwth (a small rubbed strings harp) and cláirseach (a bigger harp with typically 30 strings), the tiompán (a small string instrument played with a bow or plectrum), the feadán (a fife), the buinne (an oboe or flute), the guthbuinne (a bassoon-type horn), the beannbhuabhal and corn (hornpipes), the cuislenna (bagpipes – see Great Irish warpipes), the stoc and storgán (clarions or trumpets), and the cnámha (bones). Within the tradition, there is poetic reference to the use of a fiddle as far back as the 7th century, which predates the development of the modern violin by around 900 years."
Q7487815,Shan'ge,ok,"Shan'ge (Chinese: 山歌; pinyin: shāngē) is a genre of Chinese folk song, akin to a ballad.. They are commonly sung in rural provinces; the word ""Shan'ge"" means ""mountain song"".

A number of different subtypes are:

Hua'er, a form popular in the Northwestern Chinese provinces such as Gansu, Ningxia and Qinghai, named to the Representative List of the Intangible Cultural Heritage of Humanity in 2009

Xintianyou and Shanqu are popular in Shaanxi and Shanxi

Zhengjinghong, from the Anhui province

Xingguo, from the Jiangxi province

Hengyang from the Hunan Province

Hakka hill song (Kejia shan'ge) from the Guangdong Province

Lalu, a Tibetan shan'ge

Changdiao (aradun-urtu-yin-daguu), a Mongolian shan'ge

Feige, a Miao shan'ge."
Q7489094,Shanto,ok,"Shanto is a form of Guyanese music, related to both calypso and mento. It became a major part of early popular music through its use in Guyanese vaudeville shows; songs are topical and light-hearted, often accompanied by a guitar.

The word ""shanto"" is a conflation of ""shanty"" - the term used in Guyana for work songs - and ""calypso"". The style was developed and named in the 1920s by musician Bill Rogers (Augustus Hinds, 1906–1984), who described it as ""an improvisation of words and music with an Afro-West Indian beat, with satirical comments on people, events and things..."". In the 1930s, the ""bargee"" (or ""bhajee"") beat became synonymous with shanto. Rogers was the most versatile and popular practitioner of the shanto style; other popular figures included Joe Coggins, Zeda Martindale, and Ralph FitzScott. Bill Rogers' son, Roger Hinds, has continued to perform and record shanto music as ""Young Bill Rogers""."
Q749475,Psychedelic trance,section,
Q7496127,Shidaiqu,ok,"Shidaiqu (Chinese: 時代曲; pinyin: shídàiqǔ; Wade–Giles: shih2 tai4 chʻü3; Jyutping: si4 doi6 kuk1) is a type of Chinese popular music that is a fusion of Chinese folk, American jazz and Hollywood film music that originated in Shanghai in the 1920s."
Q7497655,Shinkyoku,ok,Shinkyoku (Japanese: 新曲 / しんきょく) are modern musical compositions for shakuhachi. The term is commonly used to describe early post-Meiji era compositions influenced by western music.
Q752785,Calypso music,ok,"Calypso is a style of music that originated in Trinidad and Tobago from Afro-Trinidadians during the early- to mid-19th century and spread to the rest of the Caribbean Antilles by the mid-20th century. Its rhythms can be traced back to West African Kaiso and the arrival of French planters and their slaves from the French Antilles in the 18th century.

It is characterized by highly rhythmic and harmonic vocals, and was historically most often sung in a French creole and led by a griot. As calypso developed, the role of the griot became known as a chantuelle and eventually, calypsonian. As English replaced ""patois"" (Antillean) as the dominant language, calypso migrated into English, and in so doing it attracted more attention from the government. It allowed the masses to challenge the actions of the unelected Governor and Legislative Council, and the elected town councils of Port of Spain and San Fernando. Calypso continued to play an important role in political expression."
Q7535166,Skiladiko,ok,"Skiladiko or skyladiko (Greek: σκυλάδικο, pronounced [sciˈlaðiko]) is a derogatory term to describe a branch of laiko music and some of the current nightclubs in Greece in which this music is performed. It also refers to the so-called ""decadent"" form of laiko, and is derived from the Greek for dog (σκύλος, skilos), meaning ""doggish"" or ""doghouse"". The term was also used to refer to cheap or often unlicensed Greek night clubs with a usually shady reputation of Greek music on the outskirts of a Greek city or town. The typical arrangement in current skiladika establishments includes an elevated stage (""palco"") where singers and musicians perform Greek songs, with the use of heavily amplified bouzouki, electric guitars and other instruments."
